"Year","SA2.name","Gender","Age_category","Population_Count"
2014,"Melbourne (Remainder)","A","Old",2
2014,"Kensington","M","Child",644
2014,"Kensington","M","Teen",323
2014,"Kensington","M","Adult",3852
2014,"Kensington","M","Old",567
2014,"Kensington","F","Child",608
2014,"Kensington","F","Teen",349
2014,"Kensington","F","Adult",4022
2014,"Kensington","F","Old",665
2014,"Kensington","A","Child",1252
2014,"Kensington","A","Teen",672
2014,"Kensington","A","Adult",7874
2014,"Kensington","A","Old",1232
2014,"Parkville","M","Child",165
2014,"Parkville","M","Teen",592
2014,"Parkville","M","Adult",2299
2014,"Parkville","M","Old",464
2014,"Parkville","F","Child",190
2014,"Parkville","F","Teen",761
2014,"Parkville","F","Adult",2336
2014,"Parkville","F","Old",640
2014,"Parkville","A","Child",355
2014,"Parkville","A","Teen",1353
2014,"Parkville","A","Adult",4635
2014,"Parkville","A","Old",1104
2014,"South Yarra","M","Child",199
2014,"South Yarra","M","Teen",208
2014,"South Yarra","M","Adult",1973
2014,"South Yarra","M","Old",686
2014,"South Yarra","F","Child",196
2014,"South Yarra","F","Teen",225
2014,"South Yarra","F","Adult",2144
2014,"South Yarra","F","Old",766
2014,"South Yarra","A","Child",395
2014,"South Yarra","A","Teen",433
2014,"South Yarra","A","Adult",4117
2014,"South Yarra","A","Old",1452
2014,"West Melbourne (Industrial)","M","Child",0
2014,"West Melbourne (Industrial)","M","Teen",0
2014,"West Melbourne (Industrial)","M","Adult",0
2014,"West Melbourne (Industrial)","M","Old",0
2014,"West Melbourne (Industrial)","F","Child",0
2014,"West Melbourne (Industrial)","F","Teen",0
2014,"West Melbourne (Industrial)","F","Adult",0
2014,"West Melbourne (Industrial)","F","Old",0
2014,"West Melbourne (Industrial)","A","Child",0
2014,"West Melbourne (Industrial)","A","Teen",0
2014,"West Melbourne (Industrial)","A","Adult",0
2014,"West Melbourne (Industrial)","A","Old",0
2014,"Melbourne (CBD)","M","Child",178
2014,"Melbourne (CBD)","M","Teen",349
2014,"Melbourne (CBD)","M","Adult",4340
2014,"Melbourne (CBD)","M","Old",507
2014,"Melbourne (CBD)","F","Child",160
2014,"Melbourne (CBD)","F","Teen",396
2014,"Melbourne (CBD)","F","Adult",4123
2014,"Melbourne (CBD)","F","Old",402
2014,"Melbourne (CBD)","A","Child",338
2014,"Melbourne (CBD)","A","Teen",745
2014,"Melbourne (CBD)","A","Adult",8463
2014,"Melbourne (CBD)","A","Old",909
2014,"Melbourne (CBD)","M","Child",116
2014,"Melbourne (CBD)","M","Teen",676
2014,"Melbourne (CBD)","M","Adult",4371
2014,"Melbourne (CBD)","M","Old",209
2014,"Melbourne (CBD)","F","Child",137
2014,"Melbourne (CBD)","F","Teen",925
2014,"Melbourne (CBD)","F","Adult",4686
2014,"Melbourne (CBD)","F","Old",177
2014,"Melbourne (CBD)","A","Child",253
2014,"Melbourne (CBD)","A","Teen",1601
2014,"Melbourne (CBD)","A","Adult",9057
2014,"Melbourne (CBD)","A","Old",386
2014,"Melbourne (CBD)","M","Child",201
2014,"Melbourne (CBD)","M","Teen",377
2014,"Melbourne (CBD)","M","Adult",5186
2014,"Melbourne (CBD)","M","Old",206
2014,"Melbourne (CBD)","F","Child",186
2014,"Melbourne (CBD)","F","Teen",468
2014,"Melbourne (CBD)","F","Adult",5055
2014,"Melbourne (CBD)","F","Old",195
2014,"Melbourne (CBD)","A","Child",387
2014,"Melbourne (CBD)","A","Teen",845
2014,"Melbourne (CBD)","A","Adult",10241
2014,"Melbourne (CBD)","A","Old",401
2014,"North Melbourne","M","Child",603
2014,"North Melbourne","M","Teen",705
2014,"North Melbourne","M","Adult",5268
2014,"North Melbourne","M","Old",730
2014,"North Melbourne","F","Child",538
2014,"North Melbourne","F","Teen",745
2014,"North Melbourne","F","Adult",5447
2014,"North Melbourne","F","Old",773
2014,"North Melbourne","A","Child",1141
2014,"North Melbourne","A","Teen",1450
2014,"North Melbourne","A","Adult",10715
2014,"North Melbourne","A","Old",1503
2014,"Melbourne (Remainder)","M","Child",0
2014,"Melbourne (Remainder)","M","Teen",0
2014,"Melbourne (Remainder)","M","Adult",0
2014,"Melbourne (Remainder)","M","Old",0
2014,"Melbourne (Remainder)","F","Child",0
2014,"Melbourne (Remainder)","F","Teen",0
2014,"Melbourne (Remainder)","F","Adult",0
2014,"Melbourne (Remainder)","F","Old",0
2014,"Melbourne (Remainder)","A","Child",0
2014,"Melbourne (Remainder)","A","Teen",0
2014,"Melbourne (Remainder)","A","Adult",0
2014,"Melbourne (Remainder)","A","Old",0
2014,"Southbank","M","Child",152
2014,"Southbank","M","Teen",143
2014,"Southbank","M","Adult",2705
2014,"Southbank","M","Old",327
2014,"Southbank","F","Child",141
2014,"Southbank","F","Teen",188
2014,"Southbank","F","Adult",2497
2014,"Southbank","F","Old",300
2014,"Southbank","A","Child",293
2014,"Southbank","A","Teen",331
2014,"Southbank","A","Adult",5202
2014,"Southbank","A","Old",627
2014,"Southbank","M","Child",234
2014,"Southbank","M","Teen",265
2014,"Southbank","M","Adult",4648
2014,"Southbank","M","Old",399
2014,"Southbank","F","Child",217
2014,"Southbank","F","Teen",332
2014,"Southbank","F","Adult",4423
2014,"Southbank","F","Old",384
2014,"Southbank","A","Child",451
2014,"Southbank","A","Teen",597
2014,"Southbank","A","Adult",9071
2014,"Southbank","A","Old",783
2014,"West Melbourne (Residential)","M","Child",101
2014,"West Melbourne (Residential)","M","Teen",146
2014,"West Melbourne (Residential)","M","Adult",2271
2014,"West Melbourne (Residential)","M","Old",164
2014,"West Melbourne (Residential)","F","Child",149
2014,"West Melbourne (Residential)","F","Teen",121
2014,"West Melbourne (Residential)","F","Adult",1726
2014,"West Melbourne (Residential)","F","Old",157
2014,"West Melbourne (Residential)","A","Child",250
2014,"West Melbourne (Residential)","A","Teen",267
2014,"West Melbourne (Residential)","A","Adult",3997
2014,"West Melbourne (Residential)","A","Old",321
2014,"Port Melbourne","M","Child",887
2014,"Port Melbourne","M","Teen",516
2014,"Port Melbourne","M","Adult",5273
2014,"Port Melbourne","M","Old",1477
2014,"Port Melbourne","F","Child",808
2014,"Port Melbourne","F","Teen",494
2014,"Port Melbourne","F","Adult",5766
2014,"Port Melbourne","F","Old",1694
2014,"Port Melbourne","A","Child",1695
2014,"Port Melbourne","A","Teen",1010
2014,"Port Melbourne","A","Adult",11039
2014,"Port Melbourne","A","Old",3171
2014,"Port Melbourne","M","Child",5
2014,"Port Melbourne","M","Teen",0
2014,"Port Melbourne","M","Adult",42
2014,"Port Melbourne","M","Old",10
2014,"Port Melbourne","F","Child",1
2014,"Port Melbourne","F","Teen",0
2014,"Port Melbourne","F","Adult",29
2014,"Port Melbourne","F","Old",5
2014,"Port Melbourne","A","Child",6
2014,"Port Melbourne","A","Teen",0
2014,"Port Melbourne","A","Adult",71
2014,"Port Melbourne","A","Old",15
2015,"Carlton","M","Child",458
2015,"Carlton","M","Teen",1218
2015,"Carlton","M","Adult",6490
2015,"Carlton","M","Old",737
2015,"Carlton","F","Child",416
2015,"Carlton","F","Teen",1646
2015,"Carlton","F","Adult",7197
2015,"Carlton","F","Old",821
2015,"Carlton","A","Child",874
2015,"Carlton","A","Teen",2864
2015,"Carlton","A","Adult",13687
2015,"Carlton","A","Old",1558
2015,"Docklands","M","Child",330
2015,"Docklands","M","Teen",239
2015,"Docklands","M","Adult",4358
2015,"Docklands","M","Old",506
2015,"Docklands","F","Child",321
2015,"Docklands","F","Teen",291
2015,"Docklands","F","Adult",3987
2015,"Docklands","F","Old",412
2015,"Docklands","A","Child",651
2015,"Docklands","A","Teen",530
2015,"Docklands","A","Adult",8345
2015,"Docklands","A","Old",918
2015,"East Melbourne","M","Child",144
2015,"East Melbourne","M","Teen",85
2015,"East Melbourne","M","Adult",1771
2015,"East Melbourne","M","Old",587
2015,"East Melbourne","F","Child",149
2015,"East Melbourne","F","Teen",83
2015,"East Melbourne","F","Adult",1925
2015,"East Melbourne","F","Old",667
2015,"East Melbourne","A","Child",293
2015,"East Melbourne","A","Teen",168
2015,"East Melbourne","A","Adult",3696
2015,"East Melbourne","A","Old",1254
2015,"Melbourne (Remainder)","M","Child",0
2015,"Melbourne (Remainder)","M","Teen",3
2015,"Melbourne (Remainder)","M","Adult",38
2015,"Melbourne (Remainder)","M","Old",1
2015,"Melbourne (Remainder)","F","Child",2
2015,"Melbourne (Remainder)","F","Teen",0
2015,"Melbourne (Remainder)","F","Adult",46
2015,"Melbourne (Remainder)","F","Old",0
2015,"Melbourne (Remainder)","A","Child",2
2015,"Melbourne (Remainder)","A","Teen",3
2015,"Melbourne (Remainder)","A","Adult",84
2015,"Melbourne (Remainder)","A","Old",1
2015,"Kensington","M","Child",642
2015,"Kensington","M","Teen",341
2015,"Kensington","M","Adult",3906
2015,"Kensington","M","Old",615
2015,"Kensington","F","Child",634
2015,"Kensington","F","Teen",347
2015,"Kensington","F","Adult",4095
2015,"Kensington","F","Old",711
2015,"Kensington","A","Child",1276
2015,"Kensington","A","Teen",688
2015,"Kensington","A","Adult",8001
2015,"Kensington","A","Old",1326
2015,"Parkville","M","Child",177
2015,"Parkville","M","Teen",594
2015,"Parkville","M","Adult",2386
2015,"Parkville","M","Old",468
2015,"Parkville","F","Child",195
2015,"Parkville","F","Teen",789
2015,"Parkville","F","Adult",2392
2015,"Parkville","F","Old",681
2015,"Parkville","A","Child",372
2015,"Parkville","A","Teen",1383
2015,"Parkville","A","Adult",4778
2015,"Parkville","A","Old",1149
2015,"South Yarra","M","Child",193
2015,"South Yarra","M","Teen",208
2015,"South Yarra","M","Adult",1939
2015,"South Yarra","M","Old",713
2015,"South Yarra","F","Child",189
2015,"South Yarra","F","Teen",236
2015,"South Yarra","F","Adult",2138
2015,"South Yarra","F","Old",789
2015,"South Yarra","A","Child",382
2015,"South Yarra","A","Teen",444
2015,"South Yarra","A","Adult",4077
2015,"South Yarra","A","Old",1502
2015,"West Melbourne (Industrial)","M","Child",0
2015,"West Melbourne (Industrial)","M","Teen",0
2015,"West Melbourne (Industrial)","M","Adult",0
2015,"West Melbourne (Industrial)","M","Old",0
2015,"West Melbourne (Industrial)","F","Child",0
2015,"West Melbourne (Industrial)","F","Teen",0
2015,"West Melbourne (Industrial)","F","Adult",0
2015,"West Melbourne (Industrial)","F","Old",0
2015,"West Melbourne (Industrial)","A","Child",0
2015,"West Melbourne (Industrial)","A","Teen",0
2015,"West Melbourne (Industrial)","A","Adult",0
2015,"West Melbourne (Industrial)","A","Old",0
2015,"Melbourne (CBD)","M","Child",180
2015,"Melbourne (CBD)","M","Teen",379
2015,"Melbourne (CBD)","M","Adult",4538
2015,"Melbourne (CBD)","M","Old",556
2015,"Melbourne (CBD)","F","Child",197
2015,"Melbourne (CBD)","F","Teen",408
2015,"Melbourne (CBD)","F","Adult",4346
2015,"Melbourne (CBD)","F","Old",445
2015,"Melbourne (CBD)","A","Child",377
2015,"Melbourne (CBD)","A","Teen",787
2015,"Melbourne (CBD)","A","Adult",8884
2015,"Melbourne (CBD)","A","Old",1001
2015,"Melbourne (CBD)","M","Child",138
2015,"Melbourne (CBD)","M","Teen",787
2015,"Melbourne (CBD)","M","Adult",4940
2015,"Melbourne (CBD)","M","Old",215
2015,"Melbourne (CBD)","F","Child",154
2015,"Melbourne (CBD)","F","Teen",1108
2015,"Melbourne (CBD)","F","Adult",5356
2015,"Melbourne (CBD)","F","Old",197
2015,"Melbourne (CBD)","A","Child",292
2015,"Melbourne (CBD)","A","Teen",1895
2015,"Melbourne (CBD)","A","Adult",10296
2015,"Melbourne (CBD)","A","Old",412
2015,"Melbourne (CBD)","M","Child",237
2015,"Melbourne (CBD)","M","Teen",407
2015,"Melbourne (CBD)","M","Adult",5726
2015,"Melbourne (CBD)","M","Old",248
2015,"Melbourne (CBD)","F","Child",200
2015,"Melbourne (CBD)","F","Teen",529
2015,"Melbourne (CBD)","F","Adult",5633
2015,"Melbourne (CBD)","F","Old",238
2015,"Melbourne (CBD)","A","Child",437
2015,"Melbourne (CBD)","A","Teen",936
2015,"Melbourne (CBD)","A","Adult",11359
2015,"Melbourne (CBD)","A","Old",486
2015,"North Melbourne","M","Child",596
2015,"North Melbourne","M","Teen",756
2015,"North Melbourne","M","Adult",5497
2015,"North Melbourne","M","Old",753
2015,"North Melbourne","F","Child",555
2015,"North Melbourne","F","Teen",832
2015,"North Melbourne","F","Adult",5766
2015,"North Melbourne","F","Old",801
2015,"North Melbourne","A","Child",1151
2015,"North Melbourne","A","Teen",1588
2015,"North Melbourne","A","Adult",11263
2015,"North Melbourne","A","Old",1554
2015,"Melbourne (Remainder)","M","Child",0
2015,"Melbourne (Remainder)","M","Teen",0
2015,"Melbourne (Remainder)","M","Adult",0
2015,"Melbourne (Remainder)","M","Old",0
2015,"Melbourne (Remainder)","F","Child",0
2015,"Melbourne (Remainder)","F","Teen",0
2015,"Melbourne (Remainder)","F","Adult",0
2015,"Melbourne (Remainder)","F","Old",0
2015,"Melbourne (Remainder)","A","Child",0
2015,"Melbourne (Remainder)","A","Teen",0
2015,"Melbourne (Remainder)","A","Adult",0
2015,"Melbourne (Remainder)","A","Old",0
2015,"Southbank","M","Child",160
2015,"Southbank","M","Teen",136
2015,"Southbank","M","Adult",2844
2015,"Southbank","M","Old",360
2015,"Southbank","F","Child",156
2015,"Southbank","F","Teen",191
2015,"Southbank","F","Adult",2625
2015,"Southbank","F","Old",326
2015,"Southbank","A","Child",316
2015,"Southbank","A","Teen",327
2015,"Southbank","A","Adult",5469
2015,"Southbank","A","Old",686
2015,"Southbank","M","Child",262
2015,"Southbank","M","Teen",288
2015,"Southbank","M","Adult",5012
2015,"Southbank","M","Old",419
2015,"Southbank","F","Child",243
2015,"Southbank","F","Teen",365
2015,"Southbank","F","Adult",4802
2015,"Southbank","F","Old",437
2015,"Southbank","A","Child",505
2015,"Southbank","A","Teen",653
2015,"Southbank","A","Adult",9814
2015,"Southbank","A","Old",856
2015,"West Melbourne (Residential)","M","Child",130
2015,"West Melbourne (Residential)","M","Teen",143
2015,"West Melbourne (Residential)","M","Adult",2439
2015,"West Melbourne (Residential)","M","Old",175
2015,"West Melbourne (Residential)","F","Child",157
2015,"West Melbourne (Residential)","F","Teen",132
2015,"West Melbourne (Residential)","F","Adult",1875
2015,"West Melbourne (Residential)","F","Old",172
2015,"West Melbourne (Residential)","A","Child",287
2015,"West Melbourne (Residential)","A","Teen",275
2015,"West Melbourne (Residential)","A","Adult",4314
2015,"West Melbourne (Residential)","A","Old",347
2015,"Port Melbourne","M","Child",903
2015,"Port Melbourne","M","Teen",546
2015,"Port Melbourne","M","Adult",5322
2015,"Port Melbourne","M","Old",1531
2015,"Port Melbourne","F","Child",848
2015,"Port Melbourne","F","Teen",504
2015,"Port Melbourne","F","Adult",5858
2015,"Port Melbourne","F","Old",1742
2015,"Port Melbourne","A","Child",1751
2015,"Port Melbourne","A","Teen",1050
2015,"Port Melbourne","A","Adult",11180
2015,"Port Melbourne","A","Old",3273
2015,"Port Melbourne","M","Child",1
2015,"Port Melbourne","M","Teen",0
2015,"Port Melbourne","M","Adult",46
2015,"Port Melbourne","M","Old",11
2015,"Port Melbourne","F","Child",0
2015,"Port Melbourne","F","Teen",0
2015,"Port Melbourne","F","Adult",36
2015,"Port Melbourne","F","Old",5
2015,"Port Melbourne","A","Child",1
2015,"Port Melbourne","A","Teen",0
2015,"Port Melbourne","A","Adult",82
2015,"Port Melbourne","A","Old",16
2016,"Carlton","M","Child",452
2016,"Carlton","M","Teen",1352
2016,"Carlton","M","Adult",6833
2016,"Carlton","M","Old",782
2016,"Carlton","F","Child",423
2016,"Carlton","F","Teen",1837
2016,"Carlton","F","Adult",7685
2016,"Carlton","F","Old",878
2016,"Carlton","A","Child",875
2016,"Carlton","A","Teen",3189
2016,"Carlton","A","Adult",14518
2016,"Carlton","A","Old",1660
2016,"Docklands","M","Child",401
2016,"Docklands","M","Teen",270
2016,"Docklands","M","Adult",4900
2016,"Docklands","M","Old",565
2016,"Docklands","F","Child",367
2016,"Docklands","F","Teen",328
2016,"Docklands","F","Adult",4533
2016,"Docklands","F","Old",468
2016,"Docklands","A","Child",768
2016,"Docklands","A","Teen",598
2016,"Docklands","A","Adult",9433
2016,"Docklands","A","Old",1033
2016,"East Melbourne","M","Child",135
2016,"East Melbourne","M","Teen",82
2016,"East Melbourne","M","Adult",1785
2016,"East Melbourne","M","Old",614
2016,"East Melbourne","F","Child",151
2016,"East Melbourne","F","Teen",89
2016,"East Melbourne","F","Adult",1923
2016,"East Melbourne","F","Old",696
2016,"East Melbourne","A","Child",286
2016,"East Melbourne","A","Teen",171
2016,"East Melbourne","A","Adult",3708
2016,"East Melbourne","A","Old",1310
2016,"Melbourne (Remainder)","M","Child",7
2016,"Melbourne (Remainder)","M","Teen",0
2016,"Melbourne (Remainder)","M","Adult",35
2016,"Melbourne (Remainder)","M","Old",0
2016,"Melbourne (Remainder)","F","Child",5
2016,"Melbourne (Remainder)","F","Teen",0
2016,"Melbourne (Remainder)","F","Adult",44
2016,"Melbourne (Remainder)","F","Old",0
2016,"Melbourne (Remainder)","A","Child",12
2016,"Melbourne (Remainder)","A","Teen",0
2016,"Melbourne (Remainder)","A","Adult",79
2016,"Melbourne (Remainder)","A","Old",0
2016,"Kensington","M","Child",652
2016,"Kensington","M","Teen",367
2016,"Kensington","M","Adult",3950
2016,"Kensington","M","Old",648
2016,"Kensington","F","Child",655
2016,"Kensington","F","Teen",351
2016,"Kensington","F","Adult",4162
2016,"Kensington","F","Old",745
2016,"Kensington","A","Child",1307
2016,"Kensington","A","Teen",718
2016,"Kensington","A","Adult",8112
2016,"Kensington","A","Old",1393
2016,"Parkville","M","Child",203
2016,"Parkville","M","Teen",599
2016,"Parkville","M","Adult",2443
2016,"Parkville","M","Old",473
2016,"Parkville","F","Child",196
2016,"Parkville","F","Teen",811
2016,"Parkville","F","Adult",2462
2016,"Parkville","F","Old",711
2016,"Parkville","A","Child",399
2016,"Parkville","A","Teen",1410
2016,"Parkville","A","Adult",4905
2016,"Parkville","A","Old",1184
2016,"South Yarra","M","Child",181
2016,"South Yarra","M","Teen",212
2016,"South Yarra","M","Adult",1900
2016,"South Yarra","M","Old",734
2016,"South Yarra","F","Child",183
2016,"South Yarra","F","Teen",243
2016,"South Yarra","F","Adult",2162
2016,"South Yarra","F","Old",838
2016,"South Yarra","A","Child",364
2016,"South Yarra","A","Teen",455
2016,"South Yarra","A","Adult",4062
2016,"South Yarra","A","Old",1572
2016,"West Melbourne (Industrial)","M","Child",0
2016,"West Melbourne (Industrial)","M","Teen",0
2016,"West Melbourne (Industrial)","M","Adult",2
2016,"West Melbourne (Industrial)","M","Old",0
2016,"West Melbourne (Industrial)","F","Child",0
2016,"West Melbourne (Industrial)","F","Teen",0
2016,"West Melbourne (Industrial)","F","Adult",1
2016,"West Melbourne (Industrial)","F","Old",0
2016,"West Melbourne (Industrial)","A","Child",0
2016,"West Melbourne (Industrial)","A","Teen",0
2016,"West Melbourne (Industrial)","A","Adult",3
2016,"West Melbourne (Industrial)","A","Old",0
2016,"Melbourne (CBD)","M","Child",194
2016,"Melbourne (CBD)","M","Teen",433
2016,"Melbourne (CBD)","M","Adult",4779
2016,"Melbourne (CBD)","M","Old",516
2016,"Melbourne (CBD)","F","Child",204
2016,"Melbourne (CBD)","F","Teen",442
2016,"Melbourne (CBD)","F","Adult",4612
2016,"Melbourne (CBD)","F","Old",453
2016,"Melbourne (CBD)","A","Child",398
2016,"Melbourne (CBD)","A","Teen",875
2016,"Melbourne (CBD)","A","Adult",9391
2016,"Melbourne (CBD)","A","Old",969
2016,"Melbourne (CBD)","M","Child",167
2016,"Melbourne (CBD)","M","Teen",832
2016,"Melbourne (CBD)","M","Adult",5435
2016,"Melbourne (CBD)","M","Old",218
2016,"Melbourne (CBD)","F","Child",179
2016,"Melbourne (CBD)","F","Teen",1256
2016,"Melbourne (CBD)","F","Adult",5959
2016,"Melbourne (CBD)","F","Old",184
2016,"Melbourne (CBD)","A","Child",346
2016,"Melbourne (CBD)","A","Teen",2088
2016,"Melbourne (CBD)","A","Adult",11394
2016,"Melbourne (CBD)","A","Old",402
2016,"Melbourne (CBD)","M","Child",225
2016,"Melbourne (CBD)","M","Teen",461
2016,"Melbourne (CBD)","M","Adult",6217
2016,"Melbourne (CBD)","M","Old",294
2016,"Melbourne (CBD)","F","Child",195
2016,"Melbourne (CBD)","F","Teen",585
2016,"Melbourne (CBD)","F","Adult",6106
2016,"Melbourne (CBD)","F","Old",235
2016,"Melbourne (CBD)","A","Child",420
2016,"Melbourne (CBD)","A","Teen",1046
2016,"Melbourne (CBD)","A","Adult",12323
2016,"Melbourne (CBD)","A","Old",529
2016,"North Melbourne","M","Child",613
2016,"North Melbourne","M","Teen",781
2016,"North Melbourne","M","Adult",5780
2016,"North Melbourne","M","Old",819
2016,"North Melbourne","F","Child",586
2016,"North Melbourne","F","Teen",898
2016,"North Melbourne","F","Adult",6129
2016,"North Melbourne","F","Old",858
2016,"North Melbourne","A","Child",1199
2016,"North Melbourne","A","Teen",1679
2016,"North Melbourne","A","Adult",11909
2016,"North Melbourne","A","Old",1677
2016,"Melbourne (Remainder)","M","Child",0
2016,"Melbourne (Remainder)","M","Teen",0
2016,"Melbourne (Remainder)","M","Adult",0
2016,"Melbourne (Remainder)","M","Old",0
2016,"Melbourne (Remainder)","F","Child",0
2016,"Melbourne (Remainder)","F","Teen",0
2016,"Melbourne (Remainder)","F","Adult",0
2016,"Melbourne (Remainder)","F","Old",0
2016,"Melbourne (Remainder)","A","Child",0
2016,"Melbourne (Remainder)","A","Teen",0
2016,"Melbourne (Remainder)","A","Adult",0
2016,"Melbourne (Remainder)","A","Old",0
2016,"Southbank","M","Child",166
2016,"Southbank","M","Teen",157
2016,"Southbank","M","Adult",2988
2016,"Southbank","M","Old",401
2016,"Southbank","F","Child",186
2016,"Southbank","F","Teen",181
2016,"Southbank","F","Adult",2805
2016,"Southbank","F","Old",374
2016,"Southbank","A","Child",352
2016,"Southbank","A","Teen",338
2016,"Southbank","A","Adult",5793
2016,"Southbank","A","Old",775
2016,"Southbank","M","Child",272
2016,"Southbank","M","Teen",302
2016,"Southbank","M","Adult",5553
2016,"Southbank","M","Old",445
2016,"Southbank","F","Child",267
2016,"Southbank","F","Teen",412
2016,"Southbank","F","Adult",5312
2016,"Southbank","F","Old",467
2016,"Southbank","A","Child",539
2016,"Southbank","A","Teen",714
2016,"Southbank","A","Adult",10865
2016,"Southbank","A","Old",912
2016,"West Melbourne (Residential)","M","Child",159
2016,"West Melbourne (Residential)","M","Teen",163
2016,"West Melbourne (Residential)","M","Adult",2601
2016,"West Melbourne (Residential)","M","Old",165
2016,"West Melbourne (Residential)","F","Child",168
2016,"West Melbourne (Residential)","F","Teen",167
2016,"West Melbourne (Residential)","F","Adult",2046
2016,"West Melbourne (Residential)","F","Old",173
2016,"West Melbourne (Residential)","A","Child",327
2016,"West Melbourne (Residential)","A","Teen",330
2016,"West Melbourne (Residential)","A","Adult",4647
2016,"West Melbourne (Residential)","A","Old",338
2016,"Port Melbourne","M","Child",901
2016,"Port Melbourne","M","Teen",573
2016,"Port Melbourne","M","Adult",5338
2016,"Port Melbourne","M","Old",1591
2016,"Port Melbourne","F","Child",871
2016,"Port Melbourne","F","Teen",532
2016,"Port Melbourne","F","Adult",5864
2016,"Port Melbourne","F","Old",1799
2016,"Port Melbourne","A","Child",1772
2016,"Port Melbourne","A","Teen",1105
2016,"Port Melbourne","A","Adult",11202
2016,"Port Melbourne","A","Old",3390
2016,"Port Melbourne","M","Child",1
2016,"Port Melbourne","M","Teen",2
2016,"Port Melbourne","M","Adult",53
2016,"Port Melbourne","M","Old",6
2016,"Port Melbourne","F","Child",4
2016,"Port Melbourne","F","Teen",0
2016,"Port Melbourne","F","Adult",36
2016,"Port Melbourne","F","Old",8
2016,"Port Melbourne","A","Child",5
2016,"Port Melbourne","A","Teen",2
2016,"Port Melbourne","A","Adult",89
2016,"Port Melbourne","A","Old",14
2017,"Carlton","M","Child",470
2017,"Carlton","M","Teen",1274
2017,"Carlton","M","Adult",7144
2017,"Carlton","M","Old",799
2017,"Carlton","F","Child",420
2017,"Carlton","F","Teen",1748
2017,"Carlton","F","Adult",7884
2017,"Carlton","F","Old",912
2017,"Carlton","A","Child",890
2017,"Carlton","A","Teen",3022
2017,"Carlton","A","Adult",15028
2017,"Carlton","A","Old",1711
2017,"Docklands","M","Child",480
2017,"Docklands","M","Teen",298
2017,"Docklands","M","Adult",5809
2017,"Docklands","M","Old",658
2017,"Docklands","F","Child",440
2017,"Docklands","F","Teen",341
2017,"Docklands","F","Adult",5342
2017,"Docklands","F","Old",554
2017,"Docklands","A","Child",920
2017,"Docklands","A","Teen",639
2017,"Docklands","A","Adult",11151
2017,"Docklands","A","Old",1212
2017,"East Melbourne","M","Child",145
2017,"East Melbourne","M","Teen",89
2017,"East Melbourne","M","Adult",1764
2017,"East Melbourne","M","Old",630
2017,"East Melbourne","F","Child",174
2017,"East Melbourne","F","Teen",96
2017,"East Melbourne","F","Adult",1896
2017,"East Melbourne","F","Old",702
2017,"East Melbourne","A","Child",319
2017,"East Melbourne","A","Teen",185
2017,"East Melbourne","A","Adult",3660
2017,"East Melbourne","A","Old",1332
2017,"Melbourne (Remainder)","M","Child",10
2017,"Melbourne (Remainder)","M","Teen",0
2017,"Melbourne (Remainder)","M","Adult",33
2017,"Melbourne (Remainder)","M","Old",0
2017,"Melbourne (Remainder)","F","Child",4
2017,"Melbourne (Remainder)","F","Teen",0
2017,"Melbourne (Remainder)","F","Adult",41
2017,"Melbourne (Remainder)","F","Old",0
2017,"Melbourne (Remainder)","A","Child",14
2017,"Melbourne (Remainder)","A","Teen",0
2017,"Melbourne (Remainder)","A","Adult",74
2017,"Melbourne (Remainder)","A","Old",0
2017,"Kensington","M","Child",651
2017,"Kensington","M","Teen",380
2017,"Kensington","M","Adult",3925
2017,"Kensington","M","Old",673
2017,"Kensington","F","Child",656
2017,"Kensington","F","Teen",375
2017,"Kensington","F","Adult",4107
2017,"Kensington","F","Old",773
2017,"Kensington","A","Child",1307
2017,"Kensington","A","Teen",755
2017,"Kensington","A","Adult",8032
2017,"Kensington","A","Old",1446
2017,"Parkville","M","Child",214
2017,"Parkville","M","Teen",630
2017,"Parkville","M","Adult",2523
2017,"Parkville","M","Old",460
2017,"Parkville","F","Child",228
2017,"Parkville","F","Teen",854
2017,"Parkville","F","Adult",2584
2017,"Parkville","F","Old",689
2017,"Parkville","A","Child",442
2017,"Parkville","A","Teen",1484
2017,"Parkville","A","Adult",5107
2017,"Parkville","A","Old",1149
2017,"South Yarra","M","Child",202
2017,"South Yarra","M","Teen",244
2017,"South Yarra","M","Adult",1990
2017,"South Yarra","M","Old",801
2017,"South Yarra","F","Child",204
2017,"South Yarra","F","Teen",226
2017,"South Yarra","F","Adult",2269
2017,"South Yarra","F","Old",897
2017,"South Yarra","A","Child",406
2017,"South Yarra","A","Teen",470
2017,"South Yarra","A","Adult",4259
2017,"South Yarra","A","Old",1698
2017,"West Melbourne (Industrial)","M","Child",0
2017,"West Melbourne (Industrial)","M","Teen",0
2017,"West Melbourne (Industrial)","M","Adult",2
2017,"West Melbourne (Industrial)","M","Old",0
2017,"West Melbourne (Industrial)","F","Child",0
2017,"West Melbourne (Industrial)","F","Teen",0
2017,"West Melbourne (Industrial)","F","Adult",1
2017,"West Melbourne (Industrial)","F","Old",0
2017,"West Melbourne (Industrial)","A","Child",0
2017,"West Melbourne (Industrial)","A","Teen",0
2017,"West Melbourne (Industrial)","A","Adult",3
2017,"West Melbourne (Industrial)","A","Old",0
2017,"Melbourne (CBD)","M","Child",212
2017,"Melbourne (CBD)","M","Teen",410
